review,score
"Johnny English can be funny when it wants to and Rowan Atkinson seems awfully committed to the role. The Robbie Williams song is oddly amusing as well although I wouldn't put it on a Top 10 list of theme songs from soundtracks of non-James Bond spy movies. However, the short runtime means that there isn't as much room for laughs as there should be whilst the titular character's ineptitude involving unintentionally making a spectacle of himself at a funeral and later at a hospital can be more facepalm worthy. It can work when it wants to but the action sequences aren't quite as entertaining as they should be. An occasionally humorous albeit very uneven spy spoof. I'd say stick with Austin Powers but I haven't watched any one of the films yet and besides, even if I did watch it prior to me doing this review, one of the Super Reviewers beat me to it. Can't win them all, man, can't win them all.",3
"I'd love to see a 'by country' breakdown of these reviews. My prediction: if you're American, you're likely to hate this; if you're from pretty much anywhere else, you'll find it hilarious. This is a magnificently funny, witty, and clever movie and Rowan Atkinson is not only born for the role but would have made a good Bondi!",5
I thought it was really funny when I saw it.,3.5
"The film delivers a few good laughs and ok acting, but that doesn't cover for the unoriginal plot, overdone clichés and cringey moments, however, if you want a family film that everyone can enjoy, I recommend it.",2.5
"Love it, hilarious , funny",4.5
"One of my favourites, Rowan Atkinson always makes me laugh",4.5
"Despite a few funny moments, Johnny English mostly makes you groan and cringe.",1.5
It's a funny film that I think is very underrated. If this hadn't come after Austin Powers this would be much better received by fans and critics alike. Atkinson is funny and Malkovich is brilliant as the villain. There were quite a few scenes were I was almost in tears with laughter. Although the plot wasn't always as well knit together as it could have been but still a solid entry into the parody spy genre.,4
"Everyone loves Rowan Atkinson , but the story and the accidents that happen in this film are far from logical",2.5
"""Johnny English"" (essentially ""Mr. Bean Becomes a Secret Agent"") is everything that you would expect from a Rowan Atkinson spy film. When a bomb blows up all of England's competent MI7 agents, the only agent left alive is Johnny English. Few things go right during his missions throughout the film and when they do, it is usually by accident. Even though Atkinson is best known for his classic Mr. Bean character, I think that his physical comedy is even funnier when paired with his dry delivery of dialogue. Plus, there are several moments when you can't help but picture Zazu from ""The Lion King"" delivering the lines! From his fight with an imaginary assailant to his slurred dialogue after accidentally drugging himself , Atkinson's comedic genius breathes life into this otherwise run of the mill spy parody. One of the most unexpected pieces of this puzzle is that Natalie Imbruglia is a surprisingly good actress. I assumed that her fame began and ended with her one-hit wonder song ""Torn"" but after seeing her act, I would love to see her in more films. I also have to throw John Malkovich's name out there because he always makes a great villain! I appreciated the use of Handel's ""Zadok the Priest"" to give the coronation scene a sense of authenticity and Robbie Williams' song ""A Man for All Seasons"" left me in a great mood during the ending credits. The critics may not have liked ""Johnny English"" but this goofball spy parody is an enjoyable break from dramatic movies that take themselves too seriously.",3.5
"There are some great sight gags, and Mr. Bean does some of his usual antics. But by the end, even Malcovic's outrageous French accent runs a little thin.",3
"While not the greatest Bond spoof, Johnny English has enough witty lines and dramatic moments to make it memorable, as well as some very nice stunts.",3.5
Occasionally funny send up of spy flicks.,3
"This film is hilarious :D so under-rated, would defo recommend !",5
"Really pants film, silly in an unimaginable way, like as example of you was going to be crowned the following day you wouldn't spend the night before in grace, a different country.. ð¤"" haven't watched this since I was younger and thought I would enjoy reliving this. I was deeply disappointed. Maybe I'm looking too much into this but it's just crap..",0.5
"Yet another James Bond satire but with one redeeming fator, Rowan Atkinson, who's jokes were pretty funny. You've got to get inside the ego of J.E. to get that the jokes are not just slapstick but actually all about him trying to convince everybody that he can do James Bond even though he can't and he knows it. I know a few people like this in real life, they are not so funny.",2.5
"I generally only do these reviews for films that I've just seen for the first time but I'll make the occasional exception for ones that I have not seen since they first came out. Johnny English is one of those movies that I saw one time many, many moons ago and I've always wanted to see it again. I'm glad I made that decision, as this definitely deserves a higher rating than it currently holds among both critics and audience scores. The jokes very rarely fell flat, and I was genuinely, audibly laughing at parts of this film. Rowan Atkinson is one of the great comedic geniuses of all-time and while Johnny English can't match the greatness of his finest work, Mr. Bean, it still provides a solid hour and a half of good-natured entertainment. Turn your brain off, sit back and enjoy a very underrated gem from the brilliant mind of one of comedy's best.",3.5
"No inicio é meio ruim, mas depois vai melhorando.",5
"Some good and original ideas. But why scatological jokes again? Only englishes can find it funny. Possibly it is homer-sexual jokes because it has the same effect as two guys kissing. Blech! Otherwise, the whole thing made a lot of sense. The villain, Pascal Sauvage, had a great plan that could probably work in real life: make an island a prison. The englishes did it many times, notably with Australia. So, I was rather disappointed when Sauvage lost it in the end. And like a big crybaby, as if kings were like that. The chase scene was original. The girl is really beautiful. Malkovitch was great with a good accent, except at the very end. Really, the film would have been better if the french had won. Then a rematch would have been obligated, etc.",2.5
